,股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
0,688286,敏芯股份,20.0,53.75,53.75,45.88,46.21,8.96,7.85,9.61,-113.35,27954,140806824.0,44.79,2880604078,1914954959,1.688286,沪A,2022-12-14 13:01:08,2022-12-14
1,300812,易天股份,20.0,18.6,18.6,16.3,16.3,3.1,19.43,13.45,48.25,114649,208475950.8,15.5,2600671139,1097770121,0.300812,深A,2022-12-14 13:01:09,2022-12-14
2,300814,中富电路,16.01,19.2,19.83,17.0,17.0,2.65,21.19,17.44,37.2,93150,176998900.08,16.55,3375283200,844032000,0.300814,深A,2022-12-14 13:01:15,2022-12-14
3,688216,气派科技,15.97,28.4,28.5,24.81,25.31,3.91,8.6,7.52,-95.23,36512,98185792.0,24.49,3018068000,1206190600,1.688216,沪A,2022-12-14 13:01:16,2022-12-14
4,300736,百邦科技,12.1,17.51,17.96,15.42,15.62,1.89,5.95,3.09,-66.75,76338,129929226.0,15.62,2277453979,2245387706,0.300736,深A,2022-12-14 13:01:15,2022-12-14
5,300400,劲拓股份,12.06,17.37,17.65,15.69,15.69,1.87,4.79,12.57,44.5,87069,148321033.8,15.5,4214410146,3159952884,0.300400,深A,2022-12-14 13:01:15,2022-12-14
6,688428,诺诚健华-U,11.74,15.9,16.0,14.23,14.35,1.67,5.66,2.63,-25.22,130220,199194286.0,14.23,28052711087,3659241852,1.688428,沪A,2022-12-14 13:01:15,2022-12-14
7,002277,友阿股份,10.13,4.35,4.35,3.9,3.95,0.4,5.16,4.04,33.15,719962,304769093.49,3.95,6064651680,6064651680,0.002277,深A,2022-12-14 13:01:15,2022-12-14
8,002137,实益达,10.06,6.78,6.78,6.25,6.25,0.62,12.42,3.47,19.45,485036,319562091.56,6.16,3915482910,2648042680,0.002137,深A,2022-12-14 13:01:15,2022-12-14
9,002449,国星光电,10.06,9.41,9.41,8.65,8.78,0.86,4.79,7.33,39.65,293242,270933252.07,8.55,5819870160,5763063778,0.002449,深A,2022-12-14 13:01:15,2022-12-14
10,002094,青岛金王,10.05,4.38,4.38,3.92,3.98,0.4,8.02,3.16,62.4,553475,236629450.76,3.98,3026131265,3024186545,0.002094,深A,2022-12-14 13:01:09,2022-12-14
11,603933,睿能科技,10.05,11.83,11.83,10.97,10.97,1.08,2.34,5.35,35.93,47842,55507431.0,10.75,2490312006,2420858076,1.603933,沪A,2022-12-14 13:01:15,2022-12-14
12,600185,格力地产,10.03,9.54,9.54,9.54,9.54,0.87,0.11,0.25,-221.59,21463,20475435.0,8.67,17982955284,17982955284,1.600185,沪A,2022-12-14 13:01:16,2022-12-14
13,601022,宁波远洋,10.03,17.33,17.33,16.72,17.08,1.58,44.37,26.7,31.32,580678,998281084.0,15.75,22678615678,2267861578,1.601022,沪A,2022-12-14 13:01:14,2022-12-14
14,600602,云赛智联,10.02,8.89,8.89,7.99,7.99,0.81,6.65,2.18,59.92,714292,615754122.0,8.08,12158617015,9550553581,1.600602,沪A,2022-12-14 13:01:15,2022-12-14
15,001338,永顺泰,10.02,25.8,25.8,22.75,23.0,2.35,48.75,2.24,81.54,611502,1524971415.18,23.45,12944655517,3236163866,0.001338,深A,2022-12-14 13:01:15,2022-12-14
16,002846,英联股份,10.02,10.98,10.98,10.01,10.01,1.0,16.08,3.36,-330.07,358249,388120432.46,9.98,3496193527,2446439790,0.002846,深A,2022-12-14 13:01:15,2022-12-14
17,002374,中锐股份,10.02,5.6,5.6,5.01,5.05,0.51,9.01,3.13,222.81,960622,508706337.48,5.09,6092541185,5972307001,0.002374,深A,2022-12-14 13:01:15,2022-12-14
18,000610,西安旅游,10.02,14.39,14.39,13.0,13.15,1.31,16.7,1.93,-31.59,393197,547041845.13,13.08,3406802295,3387721055,0.000610,深A,2022-12-14 13:01:15,2022-12-14
19,002404,嘉欣丝绸,10.02,7.25,7.25,6.79,6.79,0.66,4.58,1.9,15.79,212387,150808971.34,6.59,4188133897,3361892084,0.002404,深A,2022-12-14 13:01:15,2022-12-14
20,600520,文一科技,10.01,14.94,14.94,14.56,14.56,1.36,22.14,4.92,57.37,350819,521344451.0,13.58,2366944200,2366944200,1.600520,沪A,2022-12-14 13:01:17,2022-12-14
21,603229,奥翔药业,10.01,29.12,29.12,27.82,28.01,2.65,9.66,8.07,49.56,388062,1118459577.0,26.47,11702358420,11702358420,1.603229,沪A,2022-12-14 13:01:16,2022-12-14
22,002845,同兴达,10.01,15.61,15.61,14.6,14.6,1.42,14.6,7.42,78.7,326522,504991494.14,14.19,5120704790,3491400519,0.002845,深A,2022-12-14 13:01:15,2022-12-14
23,600238,海南椰岛,10.01,16.82,16.82,14.75,15.2,1.53,13.34,1.88,-408.95,593628,963410519.0,15.29,7538724000,7484926576,1.600238,沪A,2022-12-14 13:01:15,2022-12-14
24,301089,拓新药业,10.01,94.33,97.69,91.78,93.08,8.58,11.38,3.26,81.42,87701,830578852.67,85.75,11885580000,7271055447,0.301089,深A,2022-12-14 13:01:15,2022-12-14
25,603311,金海高科,10.0,16.17,16.17,14.35,14.75,1.47,5.99,1.97,29.75,125774,196084559.0,14.7,3395700000,3395700000,1.603311,沪A,2022-12-14 13:00:51,2022-12-14
26,003005,竞业达,10.0,51.7,51.7,47.0,47.31,4.7,42.24,5.29,248.53,215604,1088998983.84,47.0,7672280000,2638963943,0.003005,深A,2022-12-14 13:01:15,2022-12-14
27,002771,真视通,10.0,11.88,11.88,10.7,10.71,1.08,11.33,4.77,-412.19,192041,222308704.0,10.8,2491997508,2013495224,0.002771,深A,2022-12-14 13:01:15,2022-12-14
28,001209,洪兴股份,10.0,17.6,17.6,15.81,15.81,1.6,18.95,2.05,530.65,70446,121682873.77,16.0,2314799872,654150218,0.001209,深A,2022-12-14 13:00:54,2022-12-14
29,000679,大连友谊,10.0,6.93,6.93,6.62,6.72,0.63,4.29,2.2,-53.47,152861,104274292.09,6.3,2469852000,2469852000,0.000679,深A,2022-12-14 13:01:09,2022-12-14
30,605108,同庆楼,9.99,36.65,36.65,33.05,33.05,3.33,4.22,1.72,81.38,34430,122858075.0,33.32,9529000000,2992650326,1.605108,沪A,2022-12-14 13:01:16,2022-12-14
31,003026,中晶科技,9.99,48.87,48.87,48.87,48.87,4.44,2.75,1.37,151.96,15222,74389523.04,44.43,4936743796,2700422198,0.003026,深A,2022-12-14 13:01:15,2022-12-14
32,603728,鸣志电器,9.99,32.26,32.26,29.13,29.61,2.93,1.86,2.04,63.52,77597,243871986.0,29.33,13551232380,13473324480,1.603728,沪A,2022-12-14 13:01:09,2022-12-14
33,002898,赛隆药业,9.99,15.75,15.75,15.19,15.75,1.43,12.8,1.59,1225.07,129241,203341021.15,14.32,2772000000,1590514711,0.002898,深A,2022-12-14 13:01:15,2022-12-14
34,002077,大港股份,9.98,20.93,20.93,20.05,20.6,1.9,18.18,2.37,212.45,1055320,2196174510.84,19.03,12146694377,12146694377,0.002077,深A,2022-12-14 13:01:15,2022-12-14
35,603238,诺邦股份,9.98,13.77,13.77,12.53,12.69,1.25,8.77,12.48,60.73,155593,211466031.0,12.52,2464664760,2444298930,1.603238,沪A,2022-12-14 13:01:15,2022-12-14
36,000721,西安饮食,9.97,12.79,12.79,12.79,12.79,1.16,1.82,0.13,-39.19,79393,101543774.9,11.63,7340363999,5575836248,0.000721,深A,2022-12-14 13:01:15,2022-12-14
37,603466,风语筑,9.97,12.46,12.46,11.26,11.31,1.13,2.97,7.0,454.44,176903,213297753.0,11.33,7457029102,7430504254,1.603466,沪A,2022-12-14 13:01:12,2022-12-14
38,002803,吉宏股份,9.97,15.11,15.11,13.5,13.71,1.37,8.7,2.36,21.58,247034,362229672.3,13.74,5717764342,4288870042,0.002803,深A,2022-12-14 13:01:15,2022-12-14
39,000969,安泰科技,9.97,9.71,9.71,9.15,9.6,0.88,10.86,13.44,43.77,1113585,1066380158.66,8.83,9962538622,9959820298,0.000969,深A,2022-12-14 13:01:15,2022-12-14
40,000813,德展健康,9.95,4.09,4.09,3.63,3.71,0.37,5.13,7.49,103.28,1136826,447184300.74,3.72,9105953358,9069706174,0.000813,深A,2022-12-14 13:01:12,2022-12-14
41,002031,巨轮智能,9.93,2.99,2.99,2.73,2.74,0.27,17.96,11.45,682.77,3472421,1023602947.6,2.72,6576193053,5782125475,0.002031,深A,2022-12-14 13:01:15,2022-12-14
42,002689,远大智能,9.91,4.66,4.66,4.22,4.24,0.42,5.67,3.82,-90.29,590248,272716239.3,4.24,4861827979,4850111802,0.002689,深A,2022-12-14 13:01:12,2022-12-14
43,688328,深科达,9.9,22.31,23.14,20.7,20.87,2.01,10.21,8.35,164.9,48363,105723715.0,20.3,1808002400,1056392221,1.688328,沪A,2022-12-14 13:01:14,2022-12-14
44,002269,美邦服饰,9.82,2.46,2.46,2.25,2.46,0.22,7.5,3.51,-6.11,1883229,457016858.14,2.24,6180750000,6180750000,0.002269,深A,2022-12-14 13:01:15,2022-12-14
45,002186,全 聚 德,9.49,11.77,11.78,10.8,10.88,1.02,4.32,3.85,-15.55,133138,152580697.62,10.75,3630620750,3625792108,0.002186,深A,2022-12-14 13:01:15,2022-12-14
46,002981,朝阳科技,9.39,29.59,29.69,27.08,27.1,2.54,14.1,5.07,52.68,33829,96966144.2,27.05,2840640000,710160000,0.002981,深A,2022-12-14 13:01:15,2022-12-14
47,603005,晶方科技,9.34,21.53,21.66,20.41,20.58,1.84,6.82,6.91,47.77,444850,942366002.0,19.69,14063661809,14039603326,1.603005,沪A,2022-12-14 13:01:16,2022-12-14
48,300226,上海钢联,9.12,28.73,29.18,26.0,26.23,2.4,6.07,2.34,41.76,156250,434060392.68,26.33,7679611398,7395783533,0.300226,深A,2022-12-14 13:01:15,2022-12-14
49,300671,富满微,9.07,46.2,47.01,43.3,43.87,3.84,5.59,6.63,101.97,121404,550076576.59,42.36,10058870653,10026239269,0.300671,深A,2022-12-14 13:01:15,2022-12-14
50,002251,步 步 高,9.0,7.75,7.82,7.33,7.53,0.64,22.17,4.66,280.06,1915466,1469340202.38,7.11,6695255620,6695255620,0.002251,深A,2022-12-14 13:01:15,2022-12-14
51,688372,伟测科技,8.95,115.81,122.79,109.5,109.5,9.51,11.91,3.26,45.59,21397,250214269.0,106.3,10099871167,2080091552,1.688372,沪A,2022-12-14 13:01:17,2022-12-14
52,600661,昂立教育,8.57,10.39,10.53,9.55,9.63,0.82,8.5,6.04,13.28,243600,251586660.0,9.57,2977242344,2977242344,1.600661,沪A,2022-12-14 13:01:16,2022-12-14
53,002838,道恩股份,8.5,25.02,25.31,21.82,22.35,1.96,7.93,3.62,67.74,278296,655284155.28,23.06,11183311047,8777872535,0.002838,深A,2022-12-14 13:01:12,2022-12-14
54,002336,人人乐,8.36,15.04,15.27,13.33,13.96,1.16,15.08,6.38,-11.92,562877,828625778.4,13.88,6617600000,5612552000,0.002336,深A,2022-12-14 13:01:15,2022-12-14
55,688401,路维光电,8.29,51.59,54.49,49.01,49.6,3.95,10.02,3.48,60.6,28506,146114435.0,47.64,6878680424,1468368716,1.688401,沪A,2022-12-14 13:01:14,2022-12-14
56,002528,英飞拓,8.19,6.74,6.8,6.15,6.15,0.51,11.1,1.54,-24.52,1161547,750213162.83,6.23,8079070053,7053000552,0.002528,深A,2022-12-14 13:01:15,2022-12-14
57,600230,沧州大化,8.0,18.36,18.63,17.06,17.17,1.36,4.93,4.8,30.04,203221,366718000.0,17.0,7681012525,7561813897,1.600230,沪A,2022-12-14 13:01:15,2022-12-14
58,601579,会稽山,7.96,13.42,13.67,12.24,12.36,0.99,7.88,4.81,50.28,391875,516464896.0,12.43,6674571200,6674571200,1.601579,沪A,2022-12-14 13:01:14,2022-12-14
59,603589,口子窖,7.93,65.59,65.59,59.6,60.0,4.82,2.2,1.71,24.56,132270,828233338.0,60.77,39354000000,39354000000,1.603589,沪A,2022-12-14 13:01:14,2022-12-14
60,688130,晶华微,7.75,47.4,48.28,45.05,45.05,3.41,10.28,6.45,56.78,15255,71200019.0,43.99,3154944000,703217204,1.688130,沪A,2022-12-14 13:01:17,2022-12-14
61,301285,鸿日达,7.53,15.7,16.36,14.6,14.6,1.1,25.54,4.37,57.54,124505,192930248.69,14.6,3244719000,765456232,0.301285,深A,2022-12-14 13:01:12,2022-12-14
62,688031,星环科技-U,7.51,102.13,102.49,93.88,93.88,7.13,4.17,1.5,-41.04,11079,110873811.0,95.0,12341600405,2710653267,1.688031,沪A,2022-12-14 13:01:14,2022-12-14
63,600421,华嵘控股,7.49,12.34,12.55,11.36,11.44,0.86,1.88,4.41,-352.49,36781,44396664.0,11.48,2413704000,2413704000,1.600421,沪A,2022-12-14 13:01:14,2022-12-14
64,002875,安奈儿,7.49,19.24,19.65,17.26,17.77,1.34,24.33,1.61,-19.98,298028,564795504.19,17.9,4091352368,2356443435,0.002875,深A,2022-12-14 13:01:15,2022-12-14
65,000948,南天信息,7.27,23.17,23.53,21.5,21.69,1.57,12.23,1.92,140.66,408940,921434742.42,21.6,9137337349,7750497880,0.000948,深A,2022-12-14 13:01:15,2022-12-14
66,688419,耐科装备,7.24,40.59,41.12,39.46,39.8,2.74,18.25,4.88,57.09,34040,137529807.0,37.85,3328380000,756949556,1.688419,沪A,2022-12-14 13:01:13,2022-12-14
67,300795,米奥会展,7.22,43.8,44.6,40.25,40.62,2.95,2.47,1.7,-259.51,12333,53032775.36,40.85,4424642405,2183863182,0.300795,深A,2022-12-14 13:01:15,2022-12-14
68,300898,熊猫乳品,7.02,26.98,28.18,24.28,24.6,1.77,23.18,1.65,63.51,119506,313478623.19,25.21,3378705400,1390901667,0.300898,深A,2022-12-14 13:01:15,2022-12-14
69,300964,本川智能,6.86,29.28,29.98,27.74,27.81,1.88,4.93,11.91,45.1,16224,47169841.55,27.4,2263293756,963576516,0.300964,深A,2022-12-14 13:01:12,2022-12-14
70,600706,曲江文旅,6.86,12.31,12.6,11.2,11.31,0.79,16.04,1.86,-23.53,407480,488557991.0,11.52,3139785953,3127111577,1.600706,沪A,2022-12-14 13:01:15,2022-12-14
71,688082,盛美上海,6.75,84.5,88.3,83.52,84.5,5.34,5.29,3.79,62.33,39502,338064106.0,79.16,36635574950,6311163209,1.688082,沪A,2022-12-14 13:01:16,2022-12-14
72,300046,台基股份,6.74,16.48,16.77,15.9,16.0,1.04,4.09,6.15,93.06,96796,157057657.57,15.44,3908584194,3898036994,0.300046,深A,2022-12-14 13:01:15,2022-12-14
73,000716,黑芝麻,6.7,6.37,6.57,5.73,5.78,0.4,29.49,3.39,415.79,2052430,1289489074.55,5.97,4739277134,4433052512,0.000716,深A,2022-12-14 13:01:15,2022-12-14
74,603919,金徽酒,6.69,26.8,27.19,24.8,24.99,1.68,3.39,2.52,47.71,171890,450154836.0,25.12,13594567920,13594567920,1.603919,沪A,2022-12-14 13:01:17,2022-12-14
75,002579,中京电子,6.69,10.05,10.28,9.82,9.82,0.63,9.9,2.42,-58.24,586040,588696530.83,9.42,6251220781,5947102997,0.002579,深A,2022-12-14 13:01:15,2022-12-14
76,301026,浩通科技,6.63,40.69,40.8,38.04,38.16,2.53,4.79,1.39,26.76,26688,106801593.35,38.16,4611533360,2268297985,0.301026,深A,2022-12-14 13:01:15,2022-12-14
77,603768,常青股份,6.59,17.48,17.65,16.16,16.3,1.08,1.44,4.56,35.49,29293,49762694.0,16.4,3565920000,3565920000,1.603768,沪A,2022-12-14 13:01:16,2022-12-14
78,601007,金陵饭店,6.52,11.11,11.4,10.2,10.25,0.68,6.64,2.96,107.78,258967,279756359.0,10.43,4332900000,4332900000,1.601007,沪A,2022-12-14 13:01:15,2022-12-14
79,003043,华亚智能,6.47,71.56,73.93,70.63,72.23,4.35,11.86,4.08,35.83,33909,246117825.19,67.21,5724800000,2046602976,0.003043,深A,2022-12-14 13:01:15,2022-12-14
80,300456,赛微电子,6.3,15.85,16.16,15.48,15.69,0.94,3.86,5.86,5424.91,222494,351155997.45,14.91,11622631791,9145500134,0.300456,深A,2022-12-14 13:01:15,2022-12-14
81,688221,前沿生物-U,6.28,19.98,20.49,18.77,19.02,1.18,5.83,1.33,-24.78,111210,221648629.0,18.8,7484081487,3814291890,1.688221,沪A,2022-12-14 13:01:15,2022-12-14
82,300755,华致酒行,6.26,34.12,34.16,31.7,31.8,2.01,1.49,2.06,30.17,61301,203037259.88,32.11,14221161408,14029253297,0.300755,深A,2022-12-14 13:01:15,2022-12-14
83,300553,集智股份,6.25,67.37,67.5,62.03,65.56,3.96,2.68,0.95,229.87,9606,62774239.0,63.41,4203888000,2411029543,0.300553,深A,2022-12-14 13:01:15,2022-12-14
84,003007,直真科技,6.23,25.56,26.47,23.7,23.87,1.5,20.26,3.55,-36.39,74760,190361721.5,24.06,2658240000,942955865,0.003007,深A,2022-12-14 13:01:15,2022-12-14
85,300010,豆神教育,6.23,3.92,4.0,3.66,3.7,0.23,10.91,3.47,-13.17,889983,345166750.28,3.69,3403832616,3196734046,0.300010,深A,2022-12-14 13:01:15,2022-12-14
86,600381,青海春天,6.17,11.53,11.8,10.68,10.79,0.67,4.76,2.82,-67.33,279427,310045328.0,10.86,6768810344,6768810344,1.600381,沪A,2022-12-14 13:01:15,2022-12-14
87,300859,西域旅游,6.08,37.54,37.65,34.53,35.08,2.15,9.98,1.37,523.57,95541,347552817.84,35.39,5818700000,3593047250,0.300859,深A,2022-12-14 13:01:15,2022-12-14
88,300860,锋尚文化,6.02,51.63,52.18,48.5,48.84,2.93,3.32,1.82,109.21,13907,70717547.9,48.7,7090415432,2165398548,0.300860,深A,2022-12-14 13:01:15,2022-12-14
89,000670,盈方微,5.87,8.11,8.27,7.95,7.95,0.45,8.66,2.97,928.78,528077,428415202.2,7.66,6622847890,4945860078,0.000670,深A,2022-12-14 13:01:15,2022-12-14
90,600882,妙可蓝多,5.84,34.64,34.69,32.3,32.63,1.91,2.78,2.39,93.33,114310,387262521.0,32.73,17876843092,14239726159,1.600882,沪A,2022-12-14 13:01:15,2022-12-14
91,300280,紫天科技,5.81,17.85,18.12,16.75,16.93,0.98,2.67,4.86,23.5,42914,75362458.59,16.87,2892873530,2864463917,0.300280,深A,2022-12-14 13:01:15,2022-12-14
92,301369,联动科技,5.79,108.94,112.99,107.0,107.0,5.96,12.46,2.53,36.97,14454,158623552.49,102.98,5054835500,1263708902,0.301369,深A,2022-12-14 13:01:09,2022-12-14
93,300762,上海瀚讯,5.77,13.94,14.28,13.1,13.18,0.76,2.28,3.72,73.48,143178,197070383.11,13.18,8754520903,8736174525,0.300762,深A,2022-12-14 13:01:15,2022-12-14
94,002079,苏州固锝,5.66,14.74,15.05,14.51,14.51,0.79,7.73,2.59,45.15,616766,912058351.08,13.95,11908248720,11767091331,0.002079,深A,2022-12-14 13:01:15,2022-12-14
95,002156,通富微电,5.66,17.55,17.83,17.14,17.3,0.94,4.22,3.78,41.78,560337,976608611.42,16.61,26557303190,23321682329,0.002156,深A,2022-12-14 13:01:15,2022-12-14
96,688121,卓然股份,5.66,24.65,24.85,23.04,23.59,1.32,2.87,1.12,56.15,40012,97135538.0,23.33,4995733342,3435618992,1.688121,沪A,2022-12-14 13:01:14,2022-12-14
97,002520,日发精机,5.61,6.78,6.87,6.35,6.37,0.36,4.83,1.44,-3.56,301806,199916848.61,6.42,5425662259,4239713317,0.002520,深A,2022-12-14 13:01:15,2022-12-14
98,002119,康强电子,5.6,13.38,13.52,13.1,13.25,0.71,7.2,4.54,38.99,262810,349571230.5,12.67,5021299920,4882495800,0.002119,深A,2022-12-14 13:01:15,2022-12-14
99,600785,新华百货,5.6,17.16,17.77,16.2,16.4,0.91,1.52,2.77,24.01,34402,59225375.0,16.25,3871832765,3871832765,1.600785,沪A,2022-12-14 13:01:07,2022-12-14
100,300783,三只松鼠,5.59,23.6,23.97,21.83,22.05,1.25,3.8,2.28,75.91,152345,350285614.27,22.35,9463600000,9463600000,0.300783,深A,2022-12-14 13:01:15,2022-12-14
101,688252,天德钰,5.59,19.46,19.9,19.07,19.19,1.03,10.16,4.25,37.83,34804,67669966.0,18.43,7892111976,666828931,1.688252,沪A,2022-12-14 13:01:14,2022-12-14
102,600060,海信视像,5.57,14.78,14.85,13.9,13.92,0.78,0.76,1.6,13.09,98513,142558513.0,14.0,19327099841,19052620461,1.600060,沪A,2022-12-14 13:01:15,2022-12-14
103,002896,中大力德,5.54,26.12,27.23,25.5,25.5,1.37,17.36,9.14,69.5,262377,699017118.88,24.75,3948593964,3948593964,0.002896,深A,2022-12-14 13:01:15,2022-12-14
104,301380,挖金客,5.52,40.5,41.27,38.76,38.76,2.12,20.44,5.28,46.5,34748,139301322.1,38.38,2754000000,688500000,0.301380,深A,2022-12-14 13:01:15,2022-12-14
105,688519,南亚新材,5.52,24.27,24.79,23.26,23.26,1.27,1.89,4.86,79.04,17326,41917106.0,23.0,5697421332,2230648540,1.688519,沪A,2022-12-14 13:01:12,2022-12-14
106,603033,三维股份,5.52,18.17,18.25,17.0,17.11,0.95,0.45,5.06,82.88,34727,61657817.0,17.22,14388392989,14093695576,1.603033,沪A,2022-12-14 13:01:16,2022-12-14
107,002511,中顺洁柔,5.51,13.6,13.66,12.73,12.87,0.71,2.69,3.33,48.83,347715,462415427.85,12.89,17873790058,17607212406,0.002511,深A,2022-12-14 13:01:15,2022-12-14
108,600138,中青旅,5.47,16.4,16.57,15.2,15.31,0.85,7.38,1.49,-52.06,534295,856476270.0,15.55,11870976000,11870976000,1.600138,沪A,2022-12-14 13:01:17,2022-12-14
109,300309,*ST吉艾,5.45,1.74,1.81,1.67,1.7,0.09,5.01,3.34,-3.01,419327,72595524.2,1.65,1541855351,1457105089,0.300309,深A,2022-12-14 13:01:15,2022-12-14
110,600749,西藏旅游,5.43,13.39,13.53,12.5,12.5,0.69,5.79,2.55,-142.02,131419,173899021.0,12.7,3039068273,3039068273,1.600749,沪A,2022-12-14 13:01:14,2022-12-14
111,000035,中国天楹,5.39,5.87,6.13,5.58,5.62,0.3,2.18,2.09,88.36,534665,317242481.04,5.57,14814572733,14401137357,0.000035,深A,2022-12-14 13:01:15,2022-12-14
112,000819,岳阳兴长,5.36,21.23,21.44,20.15,20.15,1.08,1.42,1.69,97.08,42612,89536647.9,20.15,6503285164,6350959914,0.000819,深A,2022-12-14 13:01:15,2022-12-14
113,831641,格利尔,5.32,11.88,11.92,11.19,11.27,0.6,4.59,1.06,12.08,10829,12569163.27,11.28,873180000,280542280,0.831641,深A,2022-12-14 13:01:13,2022-12-14
114,301041,金百泽,5.27,18.38,18.84,17.7,17.71,0.92,8.63,4.9,59.42,44171,81167783.72,17.46,1960778400,941033356,0.301041,深A,2022-12-14 13:00:51,2022-12-14
115,688135,利扬芯片,5.25,31.27,31.7,30.34,30.41,1.56,2.43,3.76,125.43,20997,65107233.0,29.71,4291779982,2701612926,1.688135,沪A,2022-12-14 13:01:09,2022-12-14
116,000597,东北制药,5.25,7.22,7.4,6.87,6.96,0.36,9.25,4.63,60.61,1236090,879116829.94,6.86,10355763433,9650647230,0.000597,深A,2022-12-14 13:01:15,2022-12-14
117,688200,华峰测控,5.24,300.0,305.77,292.01,298.88,14.93,1.25,1.56,53.71,7449,222413434.0,285.07,27322077300,17926076100,1.688200,沪A,2022-12-14 13:01:16,2022-12-14
118,000564,ST大集,5.24,2.01,2.01,1.81,1.81,0.1,5.7,8.75,108.62,8658642,1657435864.39,1.91,38519192443,30514512159,0.000564,深A,2022-12-14 13:01:15,2022-12-14
119,300560,中富通,5.18,14.41,14.8,13.7,13.77,0.71,3.81,4.07,121.76,64456,92953766.6,13.7,3260547991,2438974767,0.300560,深A,2022-12-14 13:01:15,2022-12-14
120,002285,世联行,5.17,3.66,3.71,3.36,3.38,0.18,4.27,1.39,-283.09,859963,302587762.76,3.48,7442899404,7374852116,0.002285,深A,2022-12-14 13:01:15,2022-12-14
121,600433,冠豪高新,5.15,4.29,4.39,4.02,4.02,0.21,2.43,4.61,23.57,349768,148520533.0,4.08,7913150294,6175276506,1.600433,沪A,2022-12-14 13:01:14,2022-12-14
122,002259,ST升达,5.12,3.08,3.08,3.08,3.08,0.15,0.06,0.16,-24.26,4551,1401708.0,2.93,2317171062,2317171062,0.002259,深A,2022-12-14 13:00:33,2022-12-14
123,603918,金桥信息,5.12,8.42,8.44,7.93,7.99,0.41,3.89,1.97,348.44,142327,117204632.0,8.01,3096531100,3078229388,1.603918,沪A,2022-12-14 13:01:15,2022-12-14
124,600196,复星医药,5.08,39.27,40.68,38.67,40.68,1.9,4.32,3.24,32.04,867816,3448594478.0,37.37,104837360136,78970322427,1.600196,沪A,2022-12-14 13:01:14,2022-12-14
125,603066,音飞储存,5.08,10.13,10.6,9.56,9.6,0.49,4.34,3.4,25.33,130475,133180766.0,9.64,3046120377,3046120377,1.603066,沪A,2022-12-14 13:01:17,2022-12-14
126,301273,瑞晨环保,5.08,42.43,44.41,40.19,40.19,2.05,7.41,2.17,50.09,12590,54113725.76,40.38,3039761235,720686364,0.301273,深A,2022-12-14 13:01:15,2022-12-14
127,300398,飞凯材料,5.08,17.8,18.16,17.38,17.48,0.86,3.09,4.51,22.0,162256,289225629.25,16.94,9409971709,9344662174,0.300398,深A,2022-12-14 13:01:15,2022-12-14
128,002159,三特索道,5.04,14.8,15.5,13.59,13.76,0.71,14.82,5.99,-45.27,204604,298548554.7,14.09,2624059610,2042828978,0.002159,深A,2022-12-14 13:01:15,2022-12-14
129,688331,荣昌生物,5.03,75.2,75.5,70.36,72.25,3.6,2.01,1.69,-44.6,8876,65558923.0,71.6,40928577826,3316894603,1.688331,沪A,2022-12-14 13:01:16,2022-12-14
130,300146,汤臣倍健,5.03,23.19,23.24,21.73,22.0,1.11,1.81,2.43,19.96,204415,462233387.94,22.08,39430473279,26192267632,0.300146,深A,2022-12-14 13:01:15,2022-12-14
131,000919,金陵药业,5.01,10.69,11.15,9.78,10.0,0.51,12.92,2.66,44.03,650144,674619725.48,10.18,5456176000,5379897163,0.000919,深A,2022-12-14 13:01:15,2022-12-14
132,301366,一博科技,4.99,50.04,50.85,48.06,48.18,2.38,9.33,5.84,27.74,17128,85040925.3,47.66,4170000033,918198321,0.301366,深A,2022-12-14 13:01:12,2022-12-14
133,300458,全志科技,4.99,21.25,21.54,20.81,21.23,1.01,3.24,3.06,45.22,164432,348407077.03,20.24,13387855683,10785474326,0.300458,深A,2022-12-14 13:01:15,2022-12-14
134,002485,*ST雪发,4.98,3.37,3.37,3.19,3.2,0.16,0.31,1.0,-67.54,17075,5634463.0,3.21,1833280000,1833280000,0.002485,深A,2022-12-14 13:01:15,2022-12-14
135,002751,*ST易尚,4.98,8.43,8.43,8.0,8.03,0.4,2.17,1.6,-4.81,28133,23576382.0,8.03,1302684638,1094215576,0.002751,深A,2022-12-14 13:00:45,2022-12-14
136,002401,中远海科,4.97,12.05,12.21,11.38,11.4,0.57,1.94,2.17,20.78,71029,84580053.05,11.48,4481449948,4400786983,0.002401,深A,2022-12-14 13:01:15,2022-12-14
137,000587,*ST金洲,4.95,1.06,1.06,1.03,1.03,0.05,4.85,1.63,-30.69,588577,61982837.1,1.01,2251174290,1285792561,0.000587,深A,2022-12-14 13:01:06,2022-12-14
138,001317,三羊马,4.92,55.2,56.58,50.99,52.9,2.59,29.8,1.77,170.21,88325,476814721.49,52.61,4418208000,1636128000,0.001317,深A,2022-12-14 13:01:15,2022-12-14
139,300109,新开源,4.92,28.15,28.49,26.7,26.85,1.32,2.75,3.78,26.25,79182,218051576.68,26.83,9715099371,8103078249,0.300109,深A,2022-12-14 13:01:15,2022-12-14
